Annee;Appareil;Commandes;Impressions;Clics;Cout;PM;CA;Reseaurechercher;Mois
2016;Tablettes;4;5550;198;106,99;2,9;4;21,10 %;mai
2016;Tablettes;4;10397;207;63,66;2,8;4;20,44 %;juin
2017;Téléphones mobiles;4;14659;166;11,26;3,5;4;<10%;aout
2016;Téléphones mobiles;4;5082;151;5,21;3;4;<10%;aout
2018;Ordinateurs;4;4933;127;40,27;2,6;209,37;55,33 %;aout
2016;Tablettes;4;125089;1615;100,73;3,2;4;17,37 %;septembre
2017;Ordinateurs;4;4193;86;61,62;1,9;170,94;33,42 %;octobre
2016;Tablettes;4;26445;310;65,42;2,7;4;17,33 %;decembre
2018;Ordinateurs;3,9;9969;175;57,97;1,8;205,67;85,75 %;janvier
2018;Tablettes;3,9;3610;68;13,73;2,1;164,12;81,47 %;avril
2018;Téléphones mobiles;3,87;3786;125;49,78;3,2;194,54;66,74 %;septembre
2018;Ordinateurs;3,6;20862;304;56,23;2,2;181,42;78,36 %;avril
2018;Ordinateurs;3,5;86542;620;58,14;2;667,9;53,23 %;janvier
2018;Tablettes;3,5;2878;62;16,48;3,2;206,93;30,97 %;mai
2018;Téléphones mobiles;3,5;3991;99;29,61;2,8;175,91;71,88 %;juillet
2018;Téléphones mobiles;3,5;22697;190;51,94;3,1;235,12;32,00 %;aout
2017;Téléphones mobiles;3,5;2496;79;41,93;1,7;64,4;28,04 %;octobre
2018;Ordinateurs;3,43;23584;211;88,49;2,4;299,98;40,94 %;mars
2018;Téléphones mobiles;3,4;7281;169;54,34;1,6;162,74;72,30 %;mars
2018;Téléphones mobiles;3,24;38094;460;16,75;2,5;271,22;<10%;mars
2018;Ordinateurs;3,13;17440;392;215,96;2,2;250,59;37,52 %;juillet
2018;Téléphones mobiles;3,1;9516;119;19,96;3,5;321,57;55,25 %;aout
2017;Tablettes;3;54736;780;254,84;2,2;3;37,26 %;janvier
2016;Ordinateurs;3;9965;238;57,7;2,3;3;80,07 %;janvier
2017;Tablettes;3;7245;191;109,62;3,1;3;38,70 %;janvier
2016;Tablettes;3;11409;317;126,01;2,3;3;24,41 %;fevrier
2018;Ordinateurs;3;1460;36;13,05;2;181,14;51,37 %;mars
2016;Tablettes;3;107330;1285;104,73;2,1;3;13,67 %;mars
2018;Tablettes;3;2381;58;14,93;2,8;191,99;37,55 %;mars
2018;Téléphones mobiles;3;4979;193;61,2;2,4;117,02;61,32 %;avril
2017;Tablettes;3;17599;424;46,59;1,9;3;48,94 %;avril
2017;Téléphones mobiles;3;1984;34;1,05;3,2;3;<10%;avril
2016;Ordinateurs;3;147987;1350;241,63;2,3;3;20,33 %;mai
2016;Téléphones mobiles;3;10130;444;19,58;2,2;3;45,64 %;mai
2018;Tablettes;3;804;41;14,96;2,3;260,16;48,11 %;mai
2017;Tablettes;3;19284;246;64,84;2,8;3;37,56 %;mai
2017;Tablettes;3;15832;485;52,94;1,8;3;53,89 %;juin
2018;Téléphones mobiles;3;8435;122;19,53;2,8;61,47;58,91 %;juin
2017;Tablettes;3;2370;118;60,45;2,5;3;86,50 %;juin
2016;Tablettes;3;24410;369;99,62;2,3;3;<10%;juin
2016;Téléphones mobiles;3;5200;102;4,05;2,8;3;<10%;juillet
2017;Tablettes;3;2524;88;50,93;2,5;3;82,16 %;juillet
2017;Tablettes;3;18421;254;69,36;2,9;3;39,13 %;juillet
2016;Tablettes;3;9412;212;67,13;2,8;3;21,70 %;juillet
2016;Tablettes;3;19264;285;75,6;2,4;3;<10%;aout
2017;Tablettes;3;27522;655;327,38;2,1;3;<10%;aout
2016;Téléphones mobiles;3;2961;58;2,22;2,9;3;<10%;octobre
2018;Tablettes;3;105;4;2,29;2,3;250,98;93,69 %;octobre
2017;Tablettes;3;8824;271;31,62;1,9;3;47,34 %;octobre
2017;Téléphones mobiles;3;17093;504;197,06;1,5;122,78;70,00 %;novembre
2018;Tablettes;2,83;180787;1312;79,31;2,3;191,57;27,30 %;janvier
2018;Ordinateurs;2,7;23793;212;13,66;2,7;156,98;10,41 %;mai
2018;Ordinateurs;2,67;12729;253;74,96;2,8;169,82;35,65 %;mars
2018;Téléphones mobiles;2,57;5996;172;48,47;1,9;184,96;36,00 %;avril
2018;Téléphones mobiles;2,57;15601;270;39,65;2,2;128,93;70,59 %;avril
2018;Téléphones mobiles;2,53;6287;93;6,75;3,3;164,19;12,06 %;juin
2018;Téléphones mobiles;2,5;14618;280;66,63;2,5;148,69;63,12 %;mai
2017;Téléphones mobiles;2,5;8893;253;98,97;1,9;251,26;57,80 %;novembre
2017;Ordinateurs;2,5;7316;198;73,99;2;61,64;52,92 %;novembre
2017;Ordinateurs;2,45;63304;515;46,11;2,1;213,25;43,79 %;decembre
2018;Téléphones mobiles;2,25;103492;1820;254,85;0;212,06;34,77 %;avril
2018;Tablettes;2,1;2927;87;27,36;2,3;273,56;67,93 %;janvier
2018;Ordinateurs;2,1;91147;406;71,13;3,6;228,74;12,94 %;septembre
2018;Téléphones mobiles;2,07;9966;131;7,41;3,1;391,89;12,68 %;mai
2017;Tablettes;2,05;2976;72;59,77;1,7;5,25;81,18 %;octobre
2017;Ordinateurs;2,03;68379;520;43,07;2,1;123,72;40,11 %;novembre
2017;Ordinateurs;2,02;11670;245;99,23;2,3;136,23;66,16 %;decembre
2017;Tablettes;2;131902;1584;96,69;2,6;2;22,31 %;janvier
2016;Tablettes;2;5435;214;123,48;2,4;2;37,62 %;janvier
2018;Téléphones mobiles;2;14129;215;62,63;2,1;37,42;77,09 %;janvier
2016;Tablettes;2;36771;597;147,92;1,9;2;12,98 %;fevrier
2017;Tablettes;2;32014;479;124,7;2,4;2;24,50 %;fevrier
2017;Tablettes;2;5395;170;98,55;3,2;2;33,27 %;fevrier
2017;Ordinateurs;2;422;25;11,71;2,1;2;79,62 %;fevrier
2018;Tablettes;2;17812;201;45,12;2,4;102,29;41,89 %;mars
2017;Tablettes;2;11942;219;67,51;2,5;2;25,01 %;mars
2016;Ordinateurs;2;185390;584;144,87;1,7;2;<10%;mars
2016;Tablettes;2;4662;186;105,65;2,7;2;19,57 %;mars
2017;Téléphones mobiles;2;2583;55;1,79;3,3;2;<10%;mars
2018;Ordinateurs;2;1625;23;4,56;2,4;247,46;23,61 %;mars
2018;Ordinateurs;2;397;10;3,87;1,5;91,94;81,19 %;mars
2018;Ordinateurs;2;5753;118;36,3;2,8;91,51;37,44 %;avril
2017;Tablettes;2;14167;207;52,44;2,2;2;<10%;avril
2016;Ordinateurs;2;188698;1555;284,82;2,2;2;22,96 %;avril
2016;Tablettes;2;30656;484;126,91;2,1;2;<10%;mai
2018;Téléphones mobiles;2;1141;21;3,05;1,9;287,3;41,18 %;mai
2017;Tablettes;2;16148;496;53,52;1,9;2;51,03 %;mai
2016;Tablettes;2;115061;1600;97,07;2,6;2;10,61 %;mai
2017;Tablettes;2;2467;90;47,64;2,8;2;79,79 %;mai
2017;Téléphones mobiles;2;1566;22;0,43;3,3;2;<10%;juin
2016;Téléphones mobiles;2;6134;107;3,65;2,7;2;<10%;juin
2016;Tablettes;2;3661;224;22,35;2,5;2;39,41 %;juin
2017;Ordinateurs;2;223;13;7,42;1,8;2;81,09 %;juin
2016;Tablettes;2;6143;158;91,14;3,1;2;25,62 %;juin
2018;Ordinateurs;2;5270;129;35,26;2,8;55,83;51,52 %;juin
2016;Tablettes;2;21154;279;73,3;2,4;2;<10%;juillet
2017;Téléphones mobiles;2;1748;50;2,14;3,4;2;<10%;juillet
2017;Tablettes;2;7848;180;67,72;2,3;2;<10%;juillet
2016;Téléphones mobiles;2;3051;56;0,82;2,8;2;<10%;aout
2017;Ordinateurs;2;199;6;2,57;1,4;2;86,52 %;aout
2016;Tablettes;2;4410;116;14,22;2,7;2;41,98 %;aout
2016;Tablettes;2;4716;121;74,3;3,1;2;45,21 %;septembre
2016;Téléphones mobiles;2;2027;348;98,81;1;2;71,55 %;septembre
2018;Tablettes;2;83;4;2,26;2,2;157,24;85,57 %;septembre
2016;Tablettes;2;16;4;1,63;2,3;2;53,33 %;septembre
2017;Téléphones mobiles;2;2829;15;1,27;4,6;2;20,54 %;septembre
2017;Téléphones mobiles;2;9691;159;83,94;1,5;2;41,39 %;octobre
2018;Tablettes;2;19515;129;19,76;3,2;105,46;<10%;octobre
2017;Téléphones mobiles;2;7610;221;55,38;2,6;2;11,61 %;octobre
2018;Tablettes;2;91535;863;60,04;1,1;138,34; --;octobre
2017;Téléphones mobiles;2;15317;325;121,77;1,6;131,78;79,07 %;novembre
2016;Tablettes;2;26772;575;70,12;2,4;2;52,94 %;novembre
2017;Tablettes;2;950;36;12,99;1,9;76;81,06 %;decembre
2017;Ordinateurs;2;15632;108;38,36;3,4;127,19;29,24 %;decembre
2017;Téléphones mobiles;2;10540;154;39,55;2,9;185,12;23,90 %;decembre
2016;Tablettes;2;22748;474;60,23;2,4;2;55,47 %;decembre
2016;Ordinateurs;2;118400;777;165,61;3;2;17,35 %;decembre
2018;Téléphones mobiles;1,95;8829;118;4,21;2,8;132,56;<10%;mai
2018;Téléphones mobiles;1,9;21570;717;62,25;2,3;113,57;29,45 %;octobre
2018;Tablettes;1,8;4689;66;25,6;2,3;121,35;41,58 %;mars
2018;Téléphones mobiles;1,6;17017;153;20,61;2,5;134,42;20,81 %;janvier
2018;Tablettes;1,6;7223;180;26,72;0;67,02;41,06 %;avril
2018;Tablettes;1,5;2514;55;13,41;2,7;61,24;35,96 %;avril
2018;Ordinateurs;1,5;10360;97;11,25;0;27,83;26,36 %;avril
2018;Ordinateurs;1,5;3417;75;14,26;3;58,54;45,06 %;octobre
2018;Téléphones mobiles;1,4;12584;218;69,05;3,2;81,99;36,67 %;juin
2018;Tablettes;1,4;3620;95;9,61;3,1;73,08;24,36 %;septembre
2017;Téléphones mobiles;1,4;88089;760;26,76;2,8;42,8;<10%;decembre
2018;Ordinateurs;1,28;2025;39;6,99;2;63,09;27,35 %;avril
2018;Ordinateurs;1,2;10899;106;8,99;3,3;230,43;16,52 %;mai
2018;Tablettes;1,2;2554;92;53,51;2,3;65,52;46,06 %;juillet
2018;Ordinateurs;1,2;5592;69;13,81;4;48,11;19,56 %;aout
2017;Téléphones mobiles;1,2;5111;43;5,78;3,4;54,24;20,64 %;decembre
2017;Ordinateurs;1,13;6129;101;54,75;1,6;35,1;46,69 %;octobre
2018;Ordinateurs;1,1;3805;60;13,96;3;129,85;46,97 %;septembre
2018;Ordinateurs;1,05;20966;132;17,02;2,8;114,18;14,38 %;janvier
2018;Tablettes;1;1517;35;10,92;2,3;129,69;59,00 %;janvier
2018;Téléphones mobiles;1;7683;210;65,21;2,1;1;61,57 %;janvier
2016;Tablettes;1;36003;478;120,97;1,9;1;12,28 %;janvier
2016;Tablettes;1;43126;735;168,38;2;1;28,61 %;janvier
2017;Ordinateurs;1;230;13;6,07;2,2;1;65,34 %;janvier
2018;Téléphones mobiles;1;8573;97;16,11;3,5;86,87;21,19 %;janvier
2016;Tablettes;1;39915;190;52,21;1,7;1;<10%;janvier
2017;Tablettes;1;23149;459;55,21;2,2;1;58,99 %;janvier
2018;Téléphones mobiles;1;8870;128;40,95;1,8;166,47;87,75 %;janvier
2017;Téléphones mobiles;1;1377;13;0,42;4;1;<10%;janvier
2017;Tablettes;1;13187;227;83,66;2,9;1;28,35 %;janvier
2018;Tablettes;1;3099;42;8,12;2,1;54,81;78,88 %;fevrier
2017;Téléphones mobiles;1;730;12;0,37;3,6;1;<10%;fevrier
2018;Ordinateurs;1;15010;188;37,04;2,2;86,2;76,82 %;fevrier
2018;Tablettes;1;2473;50;12,99;2,8;65,08;57,39 %;fevrier
2016;Tablettes;1;5388;211;117,8;2,5;1;31,04 %;fevrier
2018;Tablettes;1;8979;26;3,93;2,1;40,69;29,06 %;fevrier
2016;Tablettes;1;2086;73;16,67;2,1;1;84,83 %;fevrier
2016;Ordinateurs;1;11591;253;62,16;2,2;1;78,93 %;fevrier
2018;Téléphones mobiles;1;3588;86;26,13;1,9;98,83;83,15 %;fevrier
2018;Téléphones mobiles;1;12974;400;108,64;1,9;60,33;65,35 %;fevrier
2017;Tablettes;1;18093;365;41,44;2;1;56,81 %;fevrier
2016;Tablettes;1;9562;248;90,54;2,4;1;16,81 %;mars
2016;Téléphones mobiles;1;666;20;0,2;2,3;1;<10%;mars
2018;Ordinateurs;1;4005;67;21,53;2,7;98,26;33,04 %;mars
2017;Tablettes;1;31655;468;130,95;2,5;1;33,05 %;mars
2017;Tablettes;1;18418;290;76,09;2,1;1;<10%;mars
2018;Ordinateurs;1;137963;828;55,57;2,5;31,01;14,75 %;mars
2016;Tablettes;1;43781;576;131,97;1,8;1;24,97 %;mars
2017;Téléphones mobiles;1;909;13;0,26;3,4;1;<10%;mars
2016;Ordinateurs;1;9731;261;62,57;2,2;1;74,14 %;mars
2016;Ordinateurs;1;185;7;2,96;2,2;1;51,82 %;mars
2017;Tablettes;1;160;6;2,55;2,6;1;90,40 %;avril
2016;Tablettes;1;45121;624;115,31;1,9;1;25,17 %;avril
2016;Tablettes;1;35979;670;182,6;2,1;1;<10%;avril
2016;Tablettes;1;5217;203;111,98;2,8;1;19,92 %;avril
2017;Ordinateurs;1;794;36;17,04;2,6;1;75,05 %;avril
2016;Téléphones mobiles;1;6442;307;13;2,3;1;44,75 %;avril
2016;Ordinateurs;1;1105;36;9,3;1,9;1;82,83 %;avril
2017;Téléphones mobiles;1;1190;21;0,37;3,3;1;<10%;avril
2017;Tablettes;1;19314;242;65,64;2,9;1;35,63 %;avril
2016;Tablettes;1;115624;1252;79,74;2,2;1;12,59 %;avril
2018;Ordinateurs;1;842;5;1,16;2,5;125,1;12,55 %;mai
2017;Ordinateurs;1;598;31;13,49;2,4;1;80,48 %;mai
2017;Tablettes;1;12804;203;48,91;2,2;1;<10%;mai
2017;Téléphones mobiles;1;2302;43;1,88;3,1;1;<10%;mai
2016;Ordinateurs;1;1189;30;7,5;1,6;1;82,34 %;mai
2016;Ordinateurs;1;147;11;4,5;2,2;1;47,73 %;mai
2017;Tablettes;1;9748;218;61,21;2,2;1;<10%;juin
2017;Téléphones mobiles;1;1920;51;1,4;2,9;1;<10%;juin
2018;Ordinateurs;1;5027;69;8,22;4;19,9;17,79 %;juin
2018;Tablettes;1;792;33;5,94;3;139,49;41,02 %;juin
2018;Ordinateurs;1;415;3;0,63;2;17,1;23,39 %;juin
2016;Tablettes;1;124418;1577;97,68;2,7;1;12,15 %;juin
2016;Ordinateurs;1;170;14;6,63;2;1;65,89 %;juin
2018;Tablettes;1;1476;42;17,92;3,2;74,49;25,57 %;juin
2016;Téléphones mobiles;1;716;8;0,21;3,3;1;<10%;juillet
2016;Tablettes;1;6317;139;81,67;3,3;1;29,81 %;juillet
2016;Tablettes;1;36866;521;98,49;2,4;1;26,87 %;juillet
2018;Tablettes;1;903;55;20,23;1,8;18,4;66,81 %;juillet
2018;Tablettes;1;5394;65;23,46;2,7;110,24;30,43 %;aout
2016;Ordinateurs;1;151;7;3,93;2,2;1;57,85 %;aout
2017;Téléphones mobiles;1;1719;4;0,41;5,3;1;18,56 %;aout
2018;Tablettes;1;2632;75;63,27;2;62,1;55,35 %;aout
2017;Tablettes;1;404;14;5,9;1,3;1;90,58 %;aout
2018;Téléphones mobiles;1;433;7;2,95;2,3;36,18;31,38 %;septembre
2018;Téléphones mobiles;1;348694;2980;237,96;1;107,4; --;septembre
2018;Tablettes;1;325;8;2,35;2,9;54,22;52,48 %;septembre
2017;Tablettes;1;3402;123;98,98;1,5;1;87,64 %;septembre
2017;Tablettes;1;10302;277;34,76;1,8;1;55,86 %;septembre
2017;Tablettes;1;14992;234;94,31;2,5;1;39,89 %;septembre
2018;Tablettes;1;14933;92;12,31;3,7;67,93;<10%;septembre
2017;Tablettes;1;7514;167;84,54;2,1;1;<10%;septembre
2016;Téléphones mobiles;1;3624;89;3,8;2,9;1;<10%;septembre
2017;Ordinateurs;1;136;19;8,58;1,5;1;80,47 %;septembre
2017;Téléphones mobiles;1;699;11;0,26;4,6;1;<10%;septembre
2018;Ordinateurs;1;41152;225;20,53;1,3;46,51; --;octobre
2017;Téléphones mobiles;1;27538;411;14,37;2,5;1;<10%;octobre
2016;Tablettes;1;30131;310;81,81;2,2;1;<10%;octobre
2017;Tablettes;1;85886;1097;67,07;2,3;1;24,64 %;octobre
2018;Téléphones mobiles;1;444825;4039;313,27;1;33,01; --;octobre
2018;Ordinateurs;1;387;13;8,61;2,2;61,28;68,37 %;octobre
2018;Téléphones mobiles;1;7841;63;9,19;3,7;33,7;53,95 %;octobre
2016;Téléphones mobiles;1;551;7;0,18;3,6;1;<10%;octobre
2017;Tablettes;1;98743;422;71,72;2,3;1;15,24 %;octobre
2017;Tablettes;1;12552;190;73,79;2,5;1;35,36 %;octobre
2016;Tablettes;1;37968;542;93,98;2,7;1;27,12 %;octobre
2016;Téléphones mobiles;1;1241;16;0,22;3,3;1;<10%;novembre
2017;Ordinateurs;1;1358;12;1,35;3,3;77,82;<10%;novembre
2016;Ordinateurs;1;38581;477;160,42;3,4;1;24,09 %;novembre
2017;Tablettes;1;75030;664;40,56;2,5;54,5;19,62 %;decembre
2016;Ordinateurs;1;861;27;6,63;1,9;1;73,34 %;decembre
2016;Tablettes;1;18803;283;76,76;2,2;1;<10%;decembre
2017;Tablettes;1;3939;48;18,39;3,1;23,41;31,75 %;decembre
2017;Tablettes;1;2295;55;22,5;1,9;14,9;84,50 %;decembre
2018;Téléphones mobiles;0,9;216;5;1,51;2,6;27,05;64,29 %;juillet
2018;Téléphones mobiles;0,8;31407;616;168,87;1,6;17,39;22,92 %;juillet
2018;Ordinateurs;0,63;7998;103;21,88;3;53,88;24,29 %;septembre
2018;Tablettes;0,6;1489;44;13,92;2;13,09;86,72 %;janvier
2018;Ordinateurs;0,57;20867;173;66,16;3;36,15;35,69 %;aout
2018;Tablettes;0,5;542;4;0,07;4,8;224,89;<10%;avril
2018;Ordinateurs;0,5;512;15;6,7;2,4;39,31;71,11 %;aout
2018;Téléphones mobiles;0,5;9405;89;14,38;3,9;39,78;57,08 %;septembre
2017;Téléphones mobiles;0,5;14992;224;17,7;2,3;14,55;41,93 %;decembre
2018;Téléphones mobiles;0,4;219;2;0,38;1,8;64,34;15,68 %;juin
2018;Téléphones mobiles;0,4;4936;65;8,15;3;18,6;<10%;septembre
2017;Ordinateurs;0,4;4507;34;3,69;3,4;14,21;<10%;decembre
2018;Tablettes;0,26;2455;60;16,12;2,3;38,71;27,68 %;juillet
2017;Téléphones mobiles;0,23;15079;305;22,84;2,4;24,92;39,17 %;novembre
2018;Tablettes;0,2;3098;27;0,54;3,9;5,23;<10%;avril
2018;Téléphones mobiles;0,2;8049;153;15,44;2,9;5,9;14,23 %;aout
2018;Téléphones mobiles;0,1;1339;19;2,72;1,9;3,4;40,72 %;mars
2018;Tablettes;0,1;4326;108;11,15;2,5;6,33;22,10 %;octobre
2018;Téléphones mobiles;0,07;1930;31;7,67;1,9;0,89;37,13 %;mai
2017;Tablettes;0,07;6993;130;11,3;2,3;10,27;45,55 %;novembre
2016;Tablettes;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2016;Tablettes;0;110;7;2,1;2,6;0;58,51 %;janvier
2018;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2016;Tablettes;0;0;0;0; --;0; --;janvier
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
2016;Tablettes;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2017;Tablettes;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2016;Tablettes;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2017;Tablettes;0;144;10;2,46;1,5;0;80,45 %;janvier
2017;Tablettes;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;2874;21;5,16;3,6;0;24,03 %;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Ordinateurs;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;15;0;0;2,3;0;12,71 %;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2017;Tablettes;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2018;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Tablettes;0;0;0;0; --;0; --;janvier
2018;Ordinateurs;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;942;14;5,19;2,9;0;76,40 %;janvier
2016;Tablettes;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
2016;Ordinateurs;0;0;0;0; --;0; --;janvier
2016;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2016;Ordinateurs;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;1;0;0;1;0;100,00 %;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Ordinateurs;0;1148;32;20,26;2,1;0;77,94 %;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2017;Tablettes;0;0;0;0; --;0; --;janvier
2016;Ordinateurs;0;1233;87;32,14;1,1;0;99,20 %;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;204;3;1,67;2,3;0;85,00 %;janvier
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;19103;214;20,16;1,8;0;66,38 %;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2016;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;144;0;0;4,3;0;<10%;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2016;Ordinateurs;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
2018;Ordinateurs;0;0;0;0; --;0; --;janvier
2018;Ordinateurs;0;0;0;0; --;0;<10%;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2016;Ordinateurs;0;0;0;0; --;0; --;janvier
2016;Tablettes;0;0;0;0; --;0; --;janvier
2016;Tablettes;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2016;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Ordinateurs;0;0;0;0; --;0; --;janvier
2018;Ordinateurs;0;0;0;0; --;0; --;janvier
2018;Ordinateurs;0;0;0;0; --;0; --;janvier
2016;Ordinateurs;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2017;Tablettes;0;67;10;5,26;1,8;0;91,78 %;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
2018;Ordinateurs;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2016;Tablettes;0;0;0;0; --;0; --;janvier
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2016;Tablettes;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2017;Ordinateurs;0;763;17;3,84;1,7;0;75,69 %;janvier
2018;Ordinateurs;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2018;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Tablettes;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2016;Tablettes;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;1435;5;0,33;5,9;0;<10%;janvier
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2016;Tablettes;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2016;Ordinateurs;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2018;Ordinateurs;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
2016;Tablettes;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
